label,longitude,latitude,TypeCode,Priority,APC_Diameter,APC_Depth,APC_Diameter_numeric,elevation,APC_Depth_numeric,morphology_score,Comment
APC083,239.53,-13.38,APC,1,190,82.0,190.0,9946.05734400002,82.0,4.0,APC
APC084,248.5801,-0.45215,APC,1,190,87.0,190.0,8598.844785679366,87.0,4.0,APC -- 7th grd class
APC086,240.55,-6.708,APC,1,215,161.0,215.0,11152.771583999922,161.0,4.0,APC -- dust mound under rim
APC087,237.3879,-19.57495,APC,1,230,80.0,230.0,4832.088717480327,80.0,4.0,APC Elliot
APC088,236.6821,-17.10645,APC,1,235,75.0,235.0,5701.9253314796215,75.0,4.0,APC 324m shallow?
APC089,238.41,-18.55,APC,1,240,80.0,240.0,5486.468000000022,80.0,4.0,"APC, AA, nochain"
APC090,237.05,-10.59,APC,1,250,69.0,250.0,9430.484000000062,69.0,4.0,APC
APC091,240.03,-6.52,APC,1,250,155.0,250.0,11076.346783999994,155.0,4.0,APC
APC092,247.5439,17.27168,APC,1,275,167.0,275.0,2152.3130127767217,167.0,4.0,Fanpit A
APC093,239.21,-4.29,APC,1,285,132.0,285.0,6890.809248000087,132.0,4.0,APC
APC096,237.56,-19.46,APC,1,475,124.0,475.0,4918.758528000004,124.0,4.0,"Hayden, 540m nochain"
APC100,234.9626,-8.11974,APC,1,130,80.0,130.0,4803.495872277255,80.0,4.0,"135 x 90, depth may be wrong if interior is dark material."
APC101,239.4024,-13.67523,APC,1,430,138.0,430.0,9739.170077016935,138.0,4.0,"Very large type III - Upper cliffs, sloped lower walls."
APC102,239.4213,-13.68152,APC,1,375,103.0,375.0,9725.125872747669,103.0,4.0,"Very large type III - Upper cliffs, sloped lower walls."
APC103,239.4382,-13.68353,APC,1,520,218.0,520.0,9716.05844992053,218.0,4.0,"Very large type III - Upper cliffs, sloped lower walls."
APC105,236.539,-13.08098,APC,1,190,47.0,190.0,9433.758146506902,47.0,4.0,APC
APC117,236.07,-13.94,APC,1,200,84.0,200.0,8069.842592000159,84.0,4.0,"APC, Circe"
APC118,238.131,-12.91895,APC,1,90,30.0,90.0,10480.84075461526,30.0,4.0,APC -- Small type II?
APC119,236.5708,-6.75638,APC,1,250,101.0,250.0,6854.860156500407,101.0,4.0,"APC irregular 250x450 trough, In spread-out chain,"
APC120,237.5425,-14.52867,APC,1,175,88.0,175.0,8499.896235683094,88.0,4.0,"APC in chain with Catalina, 105 deep,171 across"
APC122,235.1589,-14.00238,APC,1,122,41.0,122.0,6756.961281444701,41.0,4.0,nochain
APC123,236.8814,-11.86816,APC,1,210,57.0,210.0,9959.65834254647,57.0,4.0,chain
APC124,234.8862,-14.66162,APC,1,250,72.0,250.0,6083.413135380588,72.0,4.0,APC
APC125,239.3912,-14.9541,APC,1,137,36.0,137.0,8041.2433159081775,36.0,4.0,APC
APC126,239.391,-14.95801,APC,1,125,38.0,125.0,8035.686656625476,38.0,4.0,APC
APC127,235.4273,-13.75894,APC,1,105,50.0,105.0,7265.742538636668,50.0,4.0,APC
APC128,255.8157,16.17691,APC,1,60,41.0,60.0,3238.299010711585,41.0,4.0,APC ~ 60m
APC134,234.7664,-2.49139,APC,1,100,47.0,100.0,3991.384580088169,47.0,4.0,APC
APC135,234.7219,-2.3743,APC,1,110,53.0,110.0,3945.684230877678,53.0,4.0,APC 110x80
APC136,234.7186,-2.36801,APC,1,90,58.0,90.0,3942.217565018149,58.0,4.0,APC 90x75
APC137,234.7136,-2.35385,APC,1,75,40.0,75.0,3935.52696483028,40.0,4.0,APC
APC138,235.9404,-18.64916,APC,1,135,65.0,135.0,4637.3557538838,65.0,4.0,"APC, dark, 135x90"
CC0021,255.4132,1.83636,end,0,,,,5393.70023218276,,3.8,Large trough with overhang at end
CC0093,255.9496,8.86151,lat,0,,,,7993.359018929486,,3.8,lateral candidate - overhanging ledge
CC0843,249.4994,23.26966,lat,0,,,,2961.06764618569,,3.8,Pit wall lateral candidate near Olympica Fossae
CC0844,249.4981,23.26611,lat,0,,,,2961.038242340695,,3.8,Pit wall lateral candidate near Olympica Fossae
CC0846,250.8204,28.02429,lat,0,,,,3524.925759418053,,3.8,Pit wall candidate in Ceraunius Fossae -see stretch
CC0847,250.8189,28.02674,lat,0,,,,3524.948608044478,,3.8,Pit wall candidate in Ceraunius Fossae -see stretch
CC0891,246.9805,27.64392,pit,0,,,,2843.88328144721,,3.8,Tharsis vent candidate
CC0892,246.9785,27.64278,pit,0,,,,2843.7145946093165,,3.8,Tharsis vent candidate
CC0015,236.6222,-6.66313,end,1,,,,6790.53700403946,,3.4,upper end of trough - impact?
CC0025,240.8302,-6.68977,end,1,,,,11275.097953864575,,3.4,"Pit at end of trough, possibly under overhang"
CC0707,236.73,-13.51,end,1,,,,9300.379168000049,,3.4,End-of-channel. Possibly in continuous fracture or conduit.
CC0097,238.553,-5.14594,lat,1,,,,7126.785374989165,,3.4,"interesting, in hillside"
CC0167,233.4368,-3.68384,pit,1,,,,3320.506466978278,,3.4,pit in trough floor center
