label,longitude,latitude,TypeCode,Priority,APC_Diameter,APC_Depth,Comment,elevation,APC_Diameter_numeric,APC_Depth_numeric,type_score,priority_score,morphology_score,themis_lon_tile,themis_lat_tile,themis_tile,themis_quantitative_product_name
APC131,239.25,-13.52,APC,0,170,31.0,APC,9933.18000000007,170.0,31.0,4,5,4.4,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC132,242.42,-4.28,APC,0,130,20.0,APC - Shallow or filled-in? Possible rim overhang,8280.270623999946,130.0,20.0,4,5,4.4,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC140,252.2473,-4.35956,APC,0,135x195,91.0,Notcis Labyrinth APC - deep; overhang,6564.679098917387,,91.0,4,5,4.4,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC141,225.4586,-24.78119,APC,0,110,35.0,SW Daedalia APC,2166.3671476752006,110.0,35.0,4,5,4.4,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC001,240.4585,-0.94678,APC,1,25,32.0,APC -- tiny ~25m,5845.516289233242,25.0,32.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC003,237.696,-12.47266,APC,1,30,47.0,APC 40m small deep nochain--big smrp?,10500.439388911564,30.0,47.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC005,240.8867,-5.68445,APC,1,30,17.0,APC deep pair,10144.570833539166,30.0,17.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC006,240.9421,-1.61377,APC,1,40,38.0,APC small deep?,6446.1238035272045,40.0,38.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC007,241.2993,-1.68555,APC,1,40,28.0,"APC, deep? ~40m",6610.563531326868,40.0,28.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC008,241.7492,-6.64679,APC,1,40,50.0,APC deep,11017.000076035192,40.0,50.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC009,244.2588,-1.28809,APC,1,40,45.0,APC ~ small deep,7473.616109916817,40.0,45.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC010,241.3897,-2.71338,APC,1,45,30.0,"APC, deep ~45m",7119.52897428515,45.0,30.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC011,243.2452,-4.50244,APC,1,45,34.0,APC irregular 119x45,8169.741556585549,45.0,34.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC012,244.2749,-1.08203,APC,1,45,48.0,"APC ~ small deep, faint graben?",7445.583566224261,45.0,48.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC013,244.2788,-1.12158,APC,1,45,50.0,"APC ~ small deep, faint graben?",7456.469775340143,45.0,50.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC014,236.3418,-13.89099,APC,1,50,75.0,APC nochain deep,8453.541676423309,50.0,75.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC015,243.7466,-6.17554,APC,1,75,66.0,"APC - deep, ~ 75x55m",8301.647090930612,75.0,66.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC017,243.372,-5.88489,APC,1,55,33.0,APC deep,8819.19053829606,55.0,33.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC018,236.7605,-13.86035,APC,1,60,85.0,APC irregular nochain deep,9051.112557001828,60.0,85.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC020,240.5234,-1.05363,APC,1,70,53.0,CTX images not very clear.,5938.9164015290735,70.0,53.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC021,241.0972,-1.57715,APC,1,60,44.0,"APC, deep",6485.345144219414,60.0,44.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC022,242.085,-2.86392,APC,1,65,31.0,Small APC probably Type II,7257.002729449308,65.0,31.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC023,242.63,-5.29,APC,1,60,46.0,APC,9270.492543999924,60.0,46.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC024,245.7545,11.83345,APC,1,60,27.0,50m half-filled APC?,2386.385485810375,60.0,27.0,4,4,4.0,240E,00N,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp
APC025,250.1067,4.13696,APC,1,60,88.0,APC -- Deep d/D > 1.4,5096.021170347309,60.0,88.0,4,4,4.0,240E,00N,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp
APC026,257.1238,12.6433,APC,1,60,48.0,Ascraeus NE flank 60m APC in chain with largers,10708.2577836794,60.0,48.0,4,4,4.0,240E,00N,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp
APC027,235.1852,0.87524,APC,1,65,96.0,APC deep nochain,3751.670490362704,65.0,96.0,4,4,4.0,180E,00N,00N180E,THEMIS Thermal Inertia Mosaic Quantitative 00N180E 100mpp
APC028,236.3438,-21.41626,APC,1,65,49.0,"APC,  AA",4000.916280071799,65.0,49.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC029,240.723,-18.73004,APC,1,65,80.0,APC deep nochain,5734.65306525899,65.0,80.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC030,240.895,-5.68079,APC,1,65,38.0,APC deep pair,10146.971424836176,65.0,38.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC032,242.246,-2.71902,APC,1,70,38.0,Small APC - dark interior with sharp edge.,7198.025614904468,70.0,38.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC033,240.4639,-0.95215,APC,1,70,89.0,"APC -- deep, ~70m",5853.475507157115,70.0,89.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC034,236.42,-13.6,APC,1,75,50.0,APC -- end chain deep,8845.13200000008,75.0,50.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC035,237.9064,-18.10693,APC,1,75,76.0,"APC, irregular heart shape in AA? ~ questionable, just a dark floor?",5555.987591212003,75.0,76.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC038,241.5786,-1.85474,APC,1,80,44.0,APC ~ squarish pit,6795.896254629443,80.0,44.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC039,255.6328,7.1543,APC,1,80,71.0,APC,6179.396128542213,80.0,71.0,4,4,4.0,240E,00N,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp
APC040,238.8126,-19.40198,APC,1,90,82.0,"Hourglass -- merged APCs? 185 long,22 m narrowest",5154.3903434748345,90.0,82.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC041,239.3748,-1.02046,APC,1,90,57.0,"APC, 85m, 52deep",5266.8744780587085,90.0,57.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC042,239.54,-1.31,APC,1,90,100.0,"deep, nochain, 109m",5588.086079999996,90.0,100.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC043,239.66,-1.36,APC,1,90,47.0,APC,5671.180927999934,90.0,47.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC046,236.7245,-14.87268,APC,1,100,32.0,APC  nochain bearded -- no night thermal? 100m,7503.239047585778,100.0,32.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC047,237.5336,-14.5343,APC,1,125,52.0,APC in chain,8495.284706526985,125.0,52.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC048,245.75,-15.85,APC,1,110,102.0,APC,6382.000000000028,110.0,102.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC049,241.2538,-13.53717,APC,1,105,80.0,APC irregular 105x176,8158.893016719632,105.0,80.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC050,237.0449,-0.31885,APC,1,110,83.0,APC deep super pair,4387.812174420906,110.0,83.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC051,238.8672,-13.6178,APC,1,110,50.0,APC nochain b=102,9994.48586891234,110.0,50.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC052,239.64,-1.67,APC,1,110,55.0,APC,5893.347807999997,110.0,55.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC053,239.9044,-11.35315,APC,1,110,66.0,APC near chains,11970.013335958174,110.0,66.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC054,249.2178,0.33252,APC,1,109,67.0,"APC in graben, 120m irregular",8191.585159051172,109.0,67.0,4,4,4.0,240E,00N,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp
APC055,252.7008,21.79194,APC,1,112,78.0,2 Channel edge mystery spots,2063.136646928369,112.0,78.0,4,4,4.0,240E,00N,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp
APC056,237.0503,-0.33545,APC,1,115,86.0,APC deep super pair,4390.513287063712,115.0,86.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC057,238.309,-14.36212,APC,1,115,39.0,APC 144m  dark material inside? possible vent,9023.929205154294,115.0,39.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC058,249.7645,1.43201,APC,1,115,82.0,APC ~120m?,7066.361588396597,115.0,82.0,4,4,4.0,240E,00N,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp
APC059,232.8127,2.04565,APC,1,118,71.0,APC - Type II,2366.327909027087,118.0,71.0,4,4,4.0,180E,00N,00N180E,THEMIS Thermal Inertia Mosaic Quantitative 00N180E 100mpp
APC060,237.0083,-11.72388,APC,1,120,68.0,APC,10082.410565250177,120.0,68.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC062,236.51,-17.21,APC,1,130,85.0,APC nochain AA 150m,5610.332096000008,130.0,85.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC063,236.51,-13.96,APC,1,125,39.0,APC nochain,8645.917440000083,125.0,39.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC064,237.4902,-14.00342,APC,1,125,44.0,APC  in chain,9270.284293088876,125.0,44.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC065,239.95,-13.92,APC,1,125,59.0,APC nochain,9194.339999999987,125.0,59.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC066,238.7723,-14.06042,APC,1,130,45.0,APC,9502.960253597295,130.0,45.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC067,239.7908,-14.84766,APC,1,130,47.0,"APC inchain, 120m",8111.314054301008,130.0,47.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC068,240.54,-6.713,APC,1,130,93.0,"APC Irregular, 128x95",11172.995372207844,130.0,93.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC069,235.4121,-14.20947,APC,1,159,47.0,nochain,6993.456599351204,159.0,47.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC070,239.4691,-0.91003,APC,1,95,67.0,Type I or II? No chain. Sloped upper rim above aperture.,5281.775214805769,95.0,67.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC071,240.02,-13.84,APC,1,140,81.0,APC nochain,9170.734751999938,140.0,81.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC072,240.32,-7.84,APC,1,170,72.0,APC,15577.813919999637,170.0,72.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC076,235.4053,0.99561,APC,1,165,114.0,"APC, end of pit, inchain 162m",3779.778273793913,165.0,114.0,4,4,4.0,180E,00N,00N180E,THEMIS Thermal Inertia Mosaic Quantitative 00N180E 100mpp
APC077,237.252,-13.07,APC,1,165,71.0,APC,9960.303558912085,165.0,71.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC078,237.558,-14.507,APC,1,185,88.0,APC,8535.851864765395,185.0,88.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC080,236.62,-12.6,APC,1,180,63.0,"APC, nochain, on inflated tubeflow",9648.69200000009,180.0,63.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC081,238.1161,-18.901,APC,1,185,112.0,APC dark nochain,5284.435720029117,185.0,112.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC082,239.02,-6.31,APC,1,185,99.0,APC,10397.795360000064,185.0,99.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC083,239.53,-13.38,APC,1,190,82.0,APC,9946.05734400002,190.0,82.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC084,248.5801,-0.45215,APC,1,190,87.0,APC -- 7th grd class,8598.844785679366,190.0,87.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC086,240.55,-6.708,APC,1,215,161.0,APC -- dust mound under rim,11152.771583999922,215.0,161.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC087,237.3879,-19.57495,APC,1,230,80.0,APC Elliot,4832.088717480327,230.0,80.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC088,236.6821,-17.10645,APC,1,235,75.0,APC 324m shallow?,5701.9253314796215,235.0,75.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC089,238.41,-18.55,APC,1,240,80.0,"APC, AA, nochain",5486.468000000022,240.0,80.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC090,237.05,-10.59,APC,1,250,69.0,APC,9430.484000000062,250.0,69.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC091,240.03,-6.52,APC,1,250,155.0,APC,11076.346783999994,250.0,155.0,4,4,4.0,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
APC092,247.5439,17.27168,APC,1,275,167.0,Fanpit A,2152.3130127767217,275.0,167.0,4,4,4.0,240E,00N,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp
APC093,239.21,-4.29,APC,1,285,132.0,APC,6890.809248000087,285.0,132.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC096,237.56,-19.46,APC,1,475,124.0,"Hayden, 540m nochain",4918.758528000004,475.0,124.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC100,234.9626,-8.11974,APC,1,130,80.0,"135 x 90, depth may be wrong if interior is dark material.",4803.495872277255,130.0,80.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC101,239.4024,-13.67523,APC,1,430,138.0,"Very large type III - Upper cliffs, sloped lower walls.",9739.170077016935,430.0,138.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC102,239.4213,-13.68152,APC,1,375,103.0,"Very large type III - Upper cliffs, sloped lower walls.",9725.125872747669,375.0,103.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC103,239.4382,-13.68353,APC,1,520,218.0,"Very large type III - Upper cliffs, sloped lower walls.",9716.05844992053,520.0,218.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC105,236.539,-13.08098,APC,1,190,47.0,APC,9433.758146506902,190.0,47.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC106,139.1303,28.58124,APC,1,255,92.0,sloped floor?,-1691.0113591014494,255.0,92.0,4,4,4.0,120E,00N,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp
APC107,139.7143,28.58714,APC,1,160,34.0,in chain - Elysium,-1121.1546703172617,160.0,34.0,4,4,4.0,120E,00N,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp
APC108,139.9279,28.53275,APC,1,360,105.0,in chain - Elysium 3+,-844.006299956725,360.0,105.0,4,4,4.0,120E,00N,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp
APC109,139.3289,29.70285,APC,1,240,74.0,220x260ish,-2211.7738899867777,240.0,74.0,4,4,4.0,120E,00N,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp
APC110,139.6895,29.71901,APC,1,115,43.0,near trough rim -- Elysium,-2108.971706834366,115.0,43.0,4,4,4.0,120E,00N,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp
APC111,142.1093,29.26669,APC,1,160,55.0,near Elysium ~160m,-221.77781927783343,160.0,55.0,4,4,4.0,120E,00N,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp
APC112,147.5129,24.76074,APC,1,100,72.0,Good Elysium Type II APC,8914.272626013904,100.0,72.0,4,4,4.0,120E,00N,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp
APC113,147.9082,22.53269,APC,1,270,98.0,Elysium APC,2388.7817604517245,270.0,98.0,4,4,4.0,120E,00N,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp
APC114,148.7321,24.41968,APC,1,90,20.0,~90m - maybe TypeII,4066.266486273031,90.0,20.0,4,4,4.0,120E,00N,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp
APC115,149.9153,23.21488,APC,1,135,74.0,Classic APC ~145m,2037.4096584130791,135.0,74.0,4,4,4.0,120E,00N,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp
APC117,236.07,-13.94,APC,1,200,84.0,"APC, Circe",8069.842592000159,200.0,84.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC118,238.131,-12.91895,APC,1,90,30.0,APC -- Small type II?,10480.84075461526,90.0,30.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC119,236.5708,-6.75638,APC,1,250,101.0,"APC irregular 250x450 trough, In spread-out chain,",6854.860156500407,250.0,101.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC120,237.5425,-14.52867,APC,1,175,88.0,"APC in chain with Catalina, 105 deep,171 across",8499.896235683094,175.0,88.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC122,235.1589,-14.00238,APC,1,122,41.0,nochain,6756.961281444701,122.0,41.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC123,236.8814,-11.86816,APC,1,210,57.0,chain,9959.65834254647,210.0,57.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC124,234.8862,-14.66162,APC,1,250,72.0,APC,6083.413135380588,250.0,72.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC125,239.3912,-14.9541,APC,1,137,36.0,APC,8041.2433159081775,137.0,36.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC126,239.391,-14.95801,APC,1,125,38.0,APC,8035.686656625476,125.0,38.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC127,235.4273,-13.75894,APC,1,105,50.0,APC,7265.742538636668,105.0,50.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC128,255.8157,16.17691,APC,1,60,41.0,APC ~ 60m,3238.299010711585,60.0,41.0,4,4,4.0,240E,00N,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp
APC130,122.0461,21.52222,APC,1,110,41.0,collapse pit kinda like an APC,-3801.719962321591,110.0,41.0,4,4,4.0,120E,00N,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp
APC133,250.3825,30.53043,APC,1,140,70.0,APC Lathrop contrib,3205.210420382471,140.0,70.0,4,4,4.0,240E,30N,30N240E,THEMIS Thermal Inertia Mosaic Quantitative 30N240E 100mpp
APC134,234.7664,-2.49139,APC,1,100,47.0,APC,3991.384580088169,100.0,47.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC135,234.7219,-2.3743,APC,1,110,53.0,APC 110x80,3945.684230877678,110.0,53.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC136,234.7186,-2.36801,APC,1,90,58.0,APC 90x75,3942.217565018149,90.0,58.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC137,234.7136,-2.35385,APC,1,75,40.0,APC,3935.52696483028,75.0,40.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC138,235.9404,-18.64916,APC,1,135,65.0,"APC, dark, 135x90",4637.3557538838,135.0,65.0,4,4,4.0,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
APC139,250.4644,30.71753,APC,1,415,168.0,Large ovoid APC 415x310 d=168  Lathrop contrib,3158.243732677804,415.0,168.0,4,4,4.0,240E,30N,30N240E,THEMIS Thermal Inertia Mosaic Quantitative 30N240E 100mpp
CC0021,255.4132,1.83636,end,0,,,Large trough with overhang at end,5393.70023218276,,,3,5,3.8,240E,00N,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp
CC0093,255.9496,8.86151,lat,0,,,lateral candidate - overhanging ledge,7993.359018929486,,,3,5,3.8,240E,00N,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp
CC0713,161.1316,9.61115,lat,0,,,Large lateral overhang,-2976.493428345508,,,3,5,3.8,120E,00N,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp
CC0716,161.1048,9.65024,lat,0,,,cliff wall fracture intersect,-2767.7879849696105,,,3,5,3.8,120E,00N,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp
CC0718,161.1275,9.64604,lat,0,,,cliff wall fracture intersect,-2766.82608090488,,,3,5,3.8,120E,00N,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp
CC0722,161.12,9.61913,lat,0,,,cliff wall fracture intersect,-2997.7841412647576,,,3,5,3.8,120E,00N,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp
CC0723,161.1192,9.6189,lat,0,,,cliff wall fracture intersect,-3004.2163733329826,,,3,5,3.8,120E,00N,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp
CC0724,161.117,9.61935,lat,0,,,cliff wall fracture intersect,-3014.2854723949795,,,3,5,3.8,120E,00N,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp
CC0725,161.1184,9.6161,lat,0,,,Cliff wall lateral tube candidate,-3020.803277597778,,,3,5,3.8,120E,00N,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp
CC0727,276.3057,44.09782,lat,0,,,Cliff wall lateral tube candidate,1157.6978052195698,,,3,5,3.8,240E,30N,30N240E,THEMIS Thermal Inertia Mosaic Quantitative 30N240E 100mpp
CC0730,161.5701,7.23542,lat,0,,,cliff wall fracture intersect,-2648.197993115384,,,3,5,3.8,120E,00N,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp
CC0732,161.5248,7.27509,lat,0,,,Rim overhang lateral candidate,-2647.597280016756,,,3,5,3.8,120E,00N,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp
CC0733,161.5213,7.27475,lat,0,,,Rim overhang lateral candidate,-2647.702568829406,,,3,5,3.8,120E,00N,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp
CC0742,226.5841,17.7379,lat,0,,,Good lateral candidate in Olympus Mons caldera rim,20118.12978497277,,,3,5,3.8,180E,00N,00N180E,THEMIS Thermal Inertia Mosaic Quantitative 00N180E 100mpp
CC0832,155.0078,11.40808,lat,0,,,Lateral fracture candidate in Cerberus Fossae,-2343.50933210727,,,3,5,3.8,120E,00N,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp
CC0843,249.4994,23.26966,lat,0,,,Pit wall lateral candidate near Olympica Fossae,2961.06764618569,,,3,5,3.8,240E,00N,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp
