label,longitude,latitude,TypeCode,Priority,APC_Diameter,APC_Depth,Comment,elevation,APC_Diameter_numeric,APC_Depth_numeric,type_score,priority_score,morphology_score,themis_lon_tile,themis_lat_tile,themis_tile,themis_quantitative_product_name
CC0300,236.2094,-1.47205,sky,1,,,Skylight,4223.7916780913465,,,5,4,4.6,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
CC0301,236.1982,-1.47437,sky,1,,,Skylight,4220.43828103926,,,5,4,4.6,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
CC0302,236.2322,-1.47644,sky,1,,,Skylight,4233.6097915483415,,,5,4,4.6,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
CC0303,236.245,-1.46997,sky,1,,,Skylight,4237.529370143804,,,5,4,4.6,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
CC0323,236.7699,-0.46796,sky,1,,,skylight,4318.323512301442,,,5,4,4.6,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
CC0324,236.741,-0.4765,sky,1,,,skylight,4312.961520276891,,,5,4,4.6,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
CC0331,237.3424,-2.60449,sky,1,,,skylight,4951.6872265698585,,,5,4,4.6,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
CC0344,235.9563,-1.45911,sky,1,,,skylight,4138.314176043674,,,5,4,4.6,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
CC0345,235.9785,-1.46143,sky,1,,,skylight,4146.314552203746,,,5,4,4.6,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
CC0346,236.0981,1.3894,sky,1,,,skylight,4272.04267317481,,,5,4,4.6,180E,00N,00N180E,THEMIS Thermal Inertia Mosaic Quantitative 00N180E 100mpp
CC0349,236.5813,-0.4447,sky,1,,,skylight,4296.904883486912,,,5,4,4.6,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
CC0353,236.5744,-1.49963,sky,1,,,skylight,4365.557700917484,,,5,4,4.6,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
