label,longitude,latitude,TypeCode,Priority,APC_Diameter,APC_Depth,APC_Diameter_numeric,elevation,APC_Depth_numeric,morphology_score,themis_tile,themis_quantitative_product_name,Comment,TI_center_pixel,TI_center_mean_3x3,TI_center_median_3x3,TI_surrounding_mean,TI_surrounding_median,TI_surrounding_std,Delta_TI,Local_TI_zscore,valid_surrounding_pixels,thermal_status,pixel_row,pixel_col,raster_file,thermal_rank_score
APC128,255.8157,16.17691,APC,1,60,41.0,60.0,3238.299010711585,41.0,4.0,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp,APC ~ 60m,159.9789276123047,156.22369045681424,158.22732543945312,157.37465978551793,157.1010971069336,8.201433896028977,0.8526656539351904,0.10396543637912385,1188,ok,8194,9375,THEMIS_TI_Mosaic_Quant_00N240E_100mpp.tif,0.6791666666666667
CC0281,259.4139,3.17889,sky,1,,,,4509.503227245932,,4.6,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp,Deep hole in channel,171.42222595214844,175.30080329047308,177.25619506835938,177.44329458936699,177.42648315429688,7.489128819986977,-0.1870995210076103,-0.02498281515845733,1188,ok,15898,11507,THEMIS_TI_Mosaic_Quant_00N240E_100mpp.tif,0.6788194444444444
CC0278,250.1003,-0.28812,sky,1,,,,5873.214461556849,,4.6,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp,skylight,147.14356994628906,152.05874633789062,151.50669860839844,150.43217772666853,150.3924102783203,7.2518481559752415,1.0745208817299101,0.14817200506943137,1188,ok,170,5987,THEMIS_TI_Mosaic_Quant_30S240E_100mpp.tif,0.6736111111111112
CC0476,242.3015,-17.15987,sky,1,,,,6348.595847296966,,4.6,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp,skylight,206.82888793945312,203.38007609049478,202.3039093017578,203.220167269209,203.41175842285156,11.424617082530562,-0.9162579674512017,-0.08020032188669643,1188,ok,10171,1364,THEMIS_TI_Mosaic_Quant_30S240E_100mpp.tif,0.6729166666666667
APC030,240.895,-5.68079,APC,1,65,38.0,65.0,10146.971424836176,38.0,4.0,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp,APC deep pair,130.9700469970703,136.2669923570421,137.68881225585938,135.54111241812657,135.1826629638672,6.489305373012361,2.1476998377328016,0.33095989698136685,1188,ok,3367,530,THEMIS_TI_Mosaic_Quant_30S240E_100mpp.tif,0.6697916666666667
APC092,247.5439,17.27168,APC,1,275,167.0,275.0,2152.3130127767217,167.0,4.0,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp,Fanpit A,134.7784881591797,132.35497368706598,134.7784881591797,130.53992428121342,101.37735366821289,55.00879049118301,4.238563877966271,0.07705248270538947,1188,ok,7545,4471,THEMIS_TI_Mosaic_Quant_00N240E_100mpp.tif,0.6694444444444445
CC0358,236.9183,-2.82141,sky,1,,,,4769.593676441859,,4.6,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,skylight,122.76095581054688,126.30108049180772,128.315673828125,125.61485655941947,125.51412963867188,6.3247579986055955,2.700817268705535,0.42702302116554935,1188,ok,1672,33738,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.6684027777777778
CC0257,250.5629,6.29941,sky,0,,,,4620.675722883154,,5.0,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp,Lavatube impact SE,150.4224853515625,146.51355997721353,147.3050994873047,145.75794408778953,145.97695922851562,6.981384781083448,1.5471553995151623,0.22161153525118518,1188,ok,14049,6261,THEMIS_TI_Mosaic_Quant_00N240E_100mpp.tif,0.6680555555555555
CC0236,236.2371,-3.2932,sky,1,,,,4637.594518539652,,4.6,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,Skylight,125.80122375488281,125.33329772949219,126.11006927490234,123.02885007376622,123.09249114990234,6.62895073579497,3.081219201136122,0.4648125056199576,1188,ok,1952,33334,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.6638888888888889
CC0345,235.9785,-1.46143,sky,1,,,,4146.314552203746,,4.6,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,skylight,129.52557373046875,128.86900160047742,129.52557373046875,127.09291338037562,127.03767395019531,6.1719746890215825,2.43266035009313,0.39414619674643697,1188,ok,866,33181,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.6621527777777778
APC073,245.89,-16.33,APC,0,150,50.0,150.0,6285.005343999995,50.0,4.4,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp,APC,190.63014221191406,196.0342322455512,194.595703125,196.0199860723733,195.93213653564453,9.448957465827304,-1.4242829473733138,-0.15073440139023958,1188,ok,9679,3491,THEMIS_TI_Mosaic_Quant_30S240E_100mpp.tif,0.6513888888888889
CC0784,236.0146,-2.93555,sky,0,,,,4478.883806619745,,5.0,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,tube skylight,122.05052947998047,121.55697292751736,122.05052947998047,118.53807261816982,118.41578674316406,6.387251061858584,3.512456861810648,0.5499168308547091,1188,ok,1740,33203,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.6506944444444445
APC130,122.0461,21.52222,APC,1,110,41.0,110.0,-3801.719962321591,41.0,4.0,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp,collapse pit kinda like an APC,155.46697998046875,152.58473036024304,151.9966278076172,151.33065863329955,149.71336364746094,19.125052211036717,0.6659691743176381,0.03482182254819255,1188,ok,5025,1213,THEMIS_TI_Mosaic_Quant_00N120E_100mpp.tif,0.6493055555555556
CC0349,236.5813,-0.4447,sky,1,,,,4296.904883486912,,4.6,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,skylight,136.4141845703125,145.1416541205512,144.0098114013672,142.65110715230307,142.69962310791016,6.644229948263449,1.3587042490641181,0.20449386304265885,1188,ok,263,33538,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.6479166666666666
CC0789,235.9979,-2.85663,sky,0,,,,4451.851312428005,,5.0,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,tube skylight,125.75331115722656,121.03627692328558,121.04330444335938,117.37761896306819,117.2658576965332,6.341825788556811,3.665685480291188,0.5780173726792606,1188,ok,1693,33193,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.6440972222222223
CC0259,242.5594,7.67303,sky,1,,,,3317.930091788716,,4.6,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp,Graben-edge 170x300m pit with strong overhang,178.85482788085938,166.18777465820312,165.2937469482422,165.66718059770213,165.02813720703125,8.521676210668076,-0.3734336494599404,-0.04382161915427484,745,ok,13234,1517,THEMIS_TI_Mosaic_Quant_00N240E_100mpp.tif,0.6416666666666666
CC0785,235.9832,-2.91675,sky,0,,,,4473.990267066917,,5.0,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,tube skylight,124.93230438232422,119.94771321614583,122.56803131103516,119.85907871875699,119.78100967407227,6.531138413783671,2.708952592278166,0.4147749474365824,1188,ok,1728,33184,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.6288194444444445
APC070,239.4691,-0.91003,APC,1,95,67.0,95.0,5281.775214805769,67.0,4.0,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,Type I or II? No chain. Sloped upper rim above aperture.,108.98926544189453,106.04820251464844,108.98926544189453,98.23574353869917,98.34678268432617,6.76534491461339,10.753521903195363,1.5895009107321885,1188,ok,539,35250,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.6270833333333333
CC0223,234.3142,-11.47247,sky,1,,,,6107.625429280364,,4.6,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,inflated flow skylight candidate --,115.15601348876953,114.44965277777777,115.14253997802734,109.96709758103496,110.15802383422852,5.631340466356223,5.175442396992381,0.919042708909619,1188,ok,6800,32195,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.6267361111111112
CC0228,236.2019,-3.25931,sky,1,,,,4615.827636222175,,4.6,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,Skylight,129.1289825439453,125.45018090142145,126.14370727539062,124.12961233505095,124.21618270874023,6.343526321473487,2.0140949403396746,0.3175039935629741,1188,ok,1931,33314,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.6256944444444444
APC040,238.8126,-19.40198,APC,1,90,82.0,90.0,5154.3903434748345,82.0,4.0,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,"Hourglass -- merged APCs? 185 long,22 m narrowest",212.65396118164062,212.01874457465277,212.65396118164062,215.98893916325937,218.32904815673828,19.450814483503734,-3.3349779816187493,-0.17145698368812007,1188,ok,11500,34861,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.6256944444444444
APC136,234.7186,-2.36801,APC,1,90,58.0,90.0,3942.217565018149,58.0,4.0,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,APC 90x75,116.76868438720703,117.294921875,116.44474029541016,111.42736608331853,111.57827758789062,7.524485326094183,5.0173742120916245,0.666806298989229,1188,ok,1403,32434,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.6225694444444445
CC0783,236.0365,-2.99695,sky,0,,,,4497.57799338245,,5.0,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,tube skylight,124.11988830566406,121.04039255777995,122.74250030517578,120.38582516037656,120.44857788085938,6.2253279811323665,2.356675144799226,0.37856240698350396,1188,ok,1776,33216,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.6138888888888889
CC0255,240.8051,0.83864,sky,1,,,,4968.892240453352,,4.6,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp,skylight as wide as channel in flood lavas,170.00534057617188,167.85608418782553,169.55845642089844,170.91288438790576,170.73999786376953,7.012267533922937,-1.3544279670073252,-0.19315121113891745,1188,ok,17285,477,THEMIS_TI_Mosaic_Quant_00N240E_100mpp.tif,0.6131944444444445
APC017,243.372,-5.88489,APC,1,55,33.0,55.0,8819.19053829606,33.0,4.0,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp,APC deep,162.88487243652344,164.81298658582898,164.9600830078125,166.13222643662783,166.06040954589844,6.693381320752425,-1.1721434288153318,-0.17511977469163034,1188,ok,3488,1999,THEMIS_TI_Mosaic_Quant_30S240E_100mpp.tif,0.6121527777777778
CC0797,236.1465,-3.18884,sky,1,,,,4586.0846088042135,,4.6,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,tube skylight,121.70269012451172,123.9066653781467,125.72473907470703,123.93367665223401,123.82513046264648,6.249280637122701,1.7910624224730185,0.286602975042206,1188,ok,1890,33281,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.6098958333333334
CC0465,238.2277,-2.20355,sky,1,,,,5259.0211070116,,4.6,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,skylight with no visible tube,148.43167114257812,145.4662390814887,145.33009338378906,145.10118889086175,144.73423767089844,7.162988916015059,0.22890449292731319,0.031956561096377935,1188,ok,1306,34514,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.609375
CC0865,289.3141,38.11926,pit,0,,,,515.3294220438895,,3.8,30N240E,THEMIS Thermal Inertia Mosaic Quantitative 30N240E 100mpp,Deep dark small pit,122.87301635742188,124.79935455322266,126.72943878173828,124.88411817325887,123.97792053222656,11.41405518283025,1.8453206084794118,0.1616709030157188,1188,ok,12969,29231,THEMIS_TI_Mosaic_Quant_30N240E_100mpp.tif,0.6065972222222222
CC0229,236.2041,-3.26335,sky,1,,,,4618.726648635888,,4.6,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,Skylight,131.12750244140625,124.96953752305772,126.1009521484375,124.46110124299021,124.46510314941406,6.298796472009463,1.6398509054472896,0.2603435295511523,1188,ok,1934,33315,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.6006944444444444
APC080,236.62,-12.6,APC,1,180,63.0,180.0,9648.69200000009,63.0,4.0,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,"APC, nochain, on inflated tubeflow",112.2095947265625,108.886962890625,110.2581787109375,100.77895023204663,107.32700729370117,16.504995357594584,9.479228478890874,0.5743248194571056,1188,ok,7468,33561,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.6003472222222221
CC0798,236.1458,-3.18738,sky,1,,,,4585.507188096894,,4.6,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,tube skylight,127.6021957397461,125.87408532036676,125.72473907470703,124.06860371470853,123.95433807373047,6.352773844746971,1.6561353599985011,0.26069483984038544,1188,ok,1889,33280,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.5980902777777779
CC0482,241.9834,-2.27173,sky,0,,,,7006.883214338085,,5.0,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp,Largest fracture skylight,113.6142349243164,112.88489023844402,113.6142349243164,104.82225969744853,112.2665023803711,18.741359168616867,8.791975226867876,0.46912153743845747,1188,ok,1346,1176,THEMIS_TI_Mosaic_Quant_30S240E_100mpp.tif,0.5979166666666667
CC0780,236.0627,-3.00909,sky,0,,,,4509.380278188093,,5.0,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,tube skylight,115.26325225830078,120.51638624403212,121.26925659179688,118.961721670748,118.61355590820312,5.997018890999229,2.3075349210488696,0.3847803321934152,1188,ok,1783,33231,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.5975694444444444
CC0324,236.741,-0.4765,sky,1,,,,4312.961520276891,,4.6,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,skylight,145.1685028076172,142.05946689181857,142.35789489746094,142.28905028526228,142.30675506591797,6.543058543970907,0.06884461219866012,0.010521778421514645,1188,ok,282,33633,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.59375
APC124,234.8862,-14.66162,APC,1,250,72.0,250.0,6083.413135380588,72.0,4.0,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,APC,139.4518585205078,137.45465766059027,136.47264099121094,136.0727303501733,135.59314727783203,7.271880749638753,0.39991064103764984,0.054994114288455055,1188,ok,8690,32534,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.5913194444444445
CC0776,236.0749,-3.0733,sky,0,,,,4545.256094899753,,5.0,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,tube skylight,133.72412109375,125.17354583740234,123.51459503173828,121.82549216530539,121.65162658691406,6.368261550863788,1.68910286643289,0.2652376716851055,1188,ok,1821,33238,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.5892361111111111
CC0254,243.448,17.93182,sky,1,,,,2327.756061438456,,4.6,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp,Possible vent hole with attached tube or dike,167.05740356445312,169.13834804958768,169.28195190429688,171.43499760997014,172.04070281982422,8.783760483121576,-2.1530457056732644,-0.24511662286448346,1188,ok,7153,2044,THEMIS_TI_Mosaic_Quant_00N240E_100mpp.tif,0.586111111111111
CC0777,236.0728,-3.0528,sky,0,,,,4540.051837367016,,5.0,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,tube skylight,119.26042938232422,122.62289598253038,122.55889892578125,120.80154082429931,120.57357406616211,6.5236614540056435,1.757358101481941,0.26938217347298,1188,ok,1809,33237,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.5840277777777778
CC0778,236.0729,-3.04926,sky,0,,,,4538.574150329942,,5.0,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,tube skylight,122.36329650878906,124.16902245415582,122.36329650878906,120.6050854628335,120.45218276977539,6.379102499903398,1.7582110459555622,0.2756204412740174,1188,ok,1807,33237,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.5822916666666667
CC0901,39.1812,26.27903,pit,0,,,,-2140.7793053349774,,3.8,00N000E,THEMIS Thermal Inertia Mosaic Quantitative 00N000E 100mpp,Candidate region for sublimation caves in past or present ice flows,133.9362030029297,139.61097717285156,136.33529663085938,136.20758342421817,136.2739715576172,9.033081114929015,0.12771320664120367,0.014138388111021328,1188,ok,2206,23224,THEMIS_TI_Mosaic_Quant_00N000E_100mpp.tif,0.5809027777777778
APC010,241.3897,-2.71338,APC,1,45,30.0,45.0,7119.52897428515,30.0,4.0,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp,"APC, deep ~45m",137.1013641357422,132.4716788397895,133.34262084960938,132.97962647897225,133.0272216796875,6.406447759890253,0.36299437063712503,0.05666078679510584,1188,ok,1608,824,THEMIS_TI_Mosaic_Quant_30S240E_100mpp.tif,0.5784722222222222
CC0802,236.1231,-3.15637,sky,1,,,,4564.819870269137,,4.6,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,tube skylight,130.013671875,125.18729061550565,125.09687805175781,124.06680076290863,123.89612197875977,6.583824704054571,1.030077288849185,0.1564557586435775,1188,ok,1870,33267,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.575
APC081,238.1161,-18.901,APC,1,185,112.0,185.0,5284.435720029117,112.0,4.0,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,APC dark nochain,261.4547424316406,263.27833557128906,263.8220520019531,273.8660669808436,273.35231018066406,23.598169411977743,-10.04401497889046,-0.42562686976017766,1188,ok,11203,34448,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.5697916666666667
APC100,234.9626,-8.11974,APC,1,130,80.0,130.0,4803.495872277255,80.0,4.0,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,"135 x 90, depth may be wrong if interior is dark material.",102.6408920288086,97.79096815321181,99.14922332763672,92.61015359640925,92.79666137695312,7.4729809544226,6.539069731227471,0.8750282880565313,1188,ok,4812,32579,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.5673611111111112
CC0727,276.3057,44.09782,lat,0,,,,1157.6978052195698,,3.8,30N240E,THEMIS Thermal Inertia Mosaic Quantitative 30N240E 100mpp,Cliff wall lateral tube candidate,484.6605529785156,470.70174492730035,478.8370361328125,512.4493288239245,490.6640930175781,102.0753534447734,-33.612292691111975,-0.3292890159748258,1188,ok,9426,21520,THEMIS_TI_Mosaic_Quant_30N240E_100mpp.tif,0.5663194444444445
CC0011,122.3054,21.50098,pit,0,,,,-3805.974900283408,,3.8,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp,large deep Hephaestus pit,487.99798583984375,509.33341810438367,502.0940856933594,533.7083133992924,516.8215637207031,77.39698051350736,-31.61422770593299,-0.40846848928965207,1188,ok,5038,1367,THEMIS_TI_Mosaic_Quant_00N120E_100mpp.tif,0.5635416666666667
APC129,231.8792,-2.09052,APC,0,230,105.0,230.0,2869.4638454255155,105.0,4.4,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,Outstandingly perfect Type II APC,115.45420837402344,112.99537150065105,115.0772933959961,112.23223591171933,112.15979385375977,6.512187934392312,2.845057484276765,0.4368819685395417,1188,ok,1239,30751,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.5618055555555556
CC0725,161.1184,9.6161,lat,0,,,,-3020.803277597778,,3.8,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp,Cliff wall lateral tube candidate,282.394287109375,298.2475229899089,282.394287109375,312.74945292488894,283.61228942871094,108.29027121814563,-30.355165815513942,-0.2803129540082589,1188,ok,12083,24373,THEMIS_TI_Mosaic_Quant_00N120E_100mpp.tif,0.5618055555555556
CC0799,236.1454,-3.18506,sky,1,,,,4584.751179265574,,4.6,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,tube skylight,129.55670166015625,125.30292341444228,124.85224914550781,124.09837564153703,124.0547103881836,6.317943006629295,0.7538735039707802,0.11932261864023708,1188,ok,1887,33280,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.5618055555555554
CC0800,236.1448,-3.18359,sky,1,,,,4584.073096991634,,4.6,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,tube skylight,129.55670166015625,125.30292341444228,124.85224914550781,124.09837564153703,124.0547103881836,6.317943006629295,0.7538735039707802,0.11932261864023708,1188,ok,1887,33280,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.5618055555555554
APC025,250.1067,4.13696,APC,1,60,88.0,60.0,5096.021170347309,88.0,4.0,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp,APC -- Deep d/D > 1.4,199.44615173339844,194.54423014322916,194.22950744628906,198.2642164519339,198.4694061279297,8.012891700124618,-4.034709005644828,-0.5035272104803413,1188,ok,15330,5991,THEMIS_TI_Mosaic_Quant_00N240E_100mpp.tif,0.5597222222222222
CC0844,249.4981,23.26611,lat,0,,,,2961.038242340695,,3.8,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp,Pit wall lateral candidate near Olympica Fossae,99.60030364990234,85.04466247558594,83.53443908691406,64.33332049886786,63.80673408508301,7.537547791895591,19.2011185880462,2.5473959327583087,1188,ok,3992,5630,THEMIS_TI_Mosaic_Quant_00N240E_100mpp.tif,0.5572916666666667
CC0794,236.1744,-3.21838,sky,1,,,,4598.005876125818,,4.6,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,tube skylight,109.85253143310547,122.62520090738933,123.86994171142578,123.17811911354964,123.25736999511719,6.3358351298764815,0.6918225978761399,0.1091920139483849,1188,ok,1907,33297,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.5538194444444445
APC077,237.252,-13.07,APC,1,165,71.0,165.0,9960.303558912085,71.0,4.0,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,APC,120.77767181396484,124.8237567477756,123.57933044433594,122.83637409017544,122.8041877746582,8.637651364883132,0.7429563541604978,0.08601370011077658,1188,ok,7747,33936,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.5510416666666668
APC061,240.9015,-7.17221,APC,0,119,55.0,119.0,12331.8017115082,55.0,4.4,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp,APC nochain,139.97384643554688,132.68806627061633,134.23428344726562,134.72771716519236,135.50162506103516,10.284748358412706,-0.4934337179267345,-0.04797722809845087,1188,ok,4251,534,THEMIS_TI_Mosaic_Quant_30S240E_100mpp.tif,0.5510416666666667
APC048,245.75,-15.85,APC,1,110,102.0,110.0,6382.000000000028,102.0,4.0,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp,APC,159.43508911132812,151.63014899359808,151.3993682861328,153.3106441947346,152.87335968017578,6.9415199354926544,-1.9112759086017945,-0.2753396844442178,1188,ok,9395,3408,THEMIS_TI_Mosaic_Quant_30S240E_100mpp.tif,0.5479166666666666
CC0716,161.1048,9.65024,lat,0,,,,-2767.7879849696105,,3.8,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp,cliff wall fracture intersect,251.9342498779297,244.72039964463977,244.19332885742188,270.51181659634267,251.49633026123047,84.27506934878046,-26.318487738920794,-0.31229268563398277,1188,ok,12062,24365,THEMIS_TI_Mosaic_Quant_00N120E_100mpp.tif,0.5465277777777778
CC0288,231.8906,-0.93933,sky,1,,,,2749.512975703512,,4.6,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,Lateral tube skylight,179.9209747314453,174.34085591634116,176.33908081054688,180.3915182299887,180.23655700683594,7.7825656236758185,-4.052437419441816,-0.5207071312207954,1188,ok,556,30758,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.5434027777777778
APC062,236.51,-17.21,APC,1,130,85.0,130.0,5610.332096000008,85.0,4.0,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,APC nochain AA 150m,122.37525939941406,121.50451914469402,121.98778533935547,121.18363551900845,121.25762557983398,8.813008810190615,0.8041498203470212,0.09124577515651303,1188,ok,10201,33496,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.5392361111111111
CC0277,249.978,-1.39307,sky,1,,,,6153.23744885785,,4.6,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp,skylight,190.9290313720703,190.32718404134116,190.25328063964844,194.6826998906505,194.61256408691406,7.344837853075617,-4.429419251002059,-0.6030656278065091,1188,ok,825,5914,THEMIS_TI_Mosaic_Quant_30S240E_100mpp.tif,0.5371527777777777
CC0754,234.7678,-2.49548,sky,1,,,,3992.6220976009154,,4.6,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,"channel tube intersection, bridge?",115.56880950927734,112.63906012641058,111.52513885498047,108.5078893655077,108.74845504760742,9.109995676445836,3.017249489472775,0.3312020769970246,1188,ok,1479,32463,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.5368055555555555
CC0256,250.5591,6.30237,sky,0,,,,4617.486193366982,,5.0,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp,Lavatube impact NW,148.54566955566406,143.8337376912435,144.199462890625,145.82192924448134,145.94049072265625,7.124717757500862,-1.622466353856339,-0.22772359679065404,1188,ok,14047,6259,THEMIS_TI_Mosaic_Quant_00N240E_100mpp.tif,0.5357638888888889
CC0462,234.3457,0.06494,sky,1,,,,3469.7348202142325,,4.6,00N180E,THEMIS Thermal Inertia Mosaic Quantitative 00N180E 100mpp,skylight,115.53166198730469,116.67826673719618,115.53166198730469,113.31028114986741,113.29098510742188,7.5982152083310766,2.2213808374372803,0.2923556093806929,1188,ok,17744,32213,THEMIS_TI_Mosaic_Quant_00N180E_100mpp.tif,0.5354166666666667
APC039,255.6328,7.1543,APC,1,80,71.0,80.0,6179.396128542213,71.0,4.0,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp,APC,191.22412109375,200.6834750705295,197.10142517089844,204.9970653167936,201.07090759277344,17.969532817431705,-7.8956401458951575,-0.43939039629543586,1011,ok,13542,9266,THEMIS_TI_Mosaic_Quant_00N240E_100mpp.tif,0.5350694444444445
CC0300,236.2094,-1.47205,sky,1,,,,4223.7916780913465,,4.6,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp,Skylight,,80.03073628743489,82.15185546875,72.04460739396576,71.88388061523438,6.738544041773786,10.107248074784238,1.4999157105937246,585,ok,872,33318,THEMIS_TI_Mosaic_Quant_30S180E_100mpp.tif,0.5340277777777778
APC021,241.0972,-1.57715,APC,1,60,44.0,60.0,6485.345144219414,44.0,4.0,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp,"APC, deep",152.71316528320312,149.19275410970053,147.25445556640625,149.01374053312873,148.9728012084961,6.344522788863085,-1.7592849667224755,-0.27729192963269866,1188,ok,934,650,THEMIS_TI_Mosaic_Quant_30S240E_100mpp.tif,0.5340277777777778
